created at,beneficiary,emitter,amount,status
2017-12-01 01:10:22 UTC,Talkspace,Knotel,165193,suspicious
2017-02-28 07:26:15 UTC,Verizon Communications,Atom Bank,186627,healthy
2017-11-26 16:20:40 UTC,Deliveroo,Payoneer,101456,healthy
2017-09-24 16:53:57 UTC,Atom Bank,Acquia,91276,healthy
2017-05-25 07:25:13 UTC,The Walt Disney Company,Airtasker,139284,healthy
2017-11-28 04:35:30 UTC,Kakao,Bench,34952,suspicious
2018-03-07 07:03:03 UTC,iQiyi,Takeda Pharmaceutical,190931,suspicious
2017-04-06 23:16:16 UTC,Verizon Communications,"DailyPay, Inc.",94642,suspicious
2017-11-30 00:12:14 UTC,Jiffy,Avast,16601,suspicious
2017-10-12 08:07:05 UTC,Mayo Clinic,Gaana,182149,suspicious
2017-02-10 10:15:32 UTC,KnowBe4,Withings,54860,healthy
2017-12-03 02:01:37 UTC,Pepperfry.com,Drive.ai,141564,suspicious
2017-03-08 17:56:57 UTC,Octiv,uBiome,15059,suspicious
2017-05-19 18:16:43 UTC,HQTrivia,Cofense,100849,healthy
2017-05-08 15:52:45 UTC,Vivino,HQTrivia,150710,healthy
2017-11-23 03:50:04 UTC,TurnKey Vacation Rentals,bitFlyer,97797,healthy
2017-04-16 07:05:10 UTC,Bitt,Qihoo 360 Technology,44578,suspicious
2017-10-13 00:01:25 UTC,Quizlet,Verizon Communications,103774,healthy
2017-08-11 17:26:00 UTC,Victorious,AWAL,92394,suspicious
2017-07-12 05:18:19 UTC,Family Pet,Health Catalyst,169309,suspicious
2018-02-25 19:27:06 UTC,Deliveroo,Mayo Clinic,97020,healthy
2017-06-11 07:26:19 UTC,Zum,Jive Communications,94377,suspicious
2017-08-02 23:47:22 UTC,Qihoo 360 Technology,Bitmain,20021,suspicious
2017-02-05 05:35:19 UTC,Payoneer,Humacyte,27680,healthy
2018-01-31 06:44:21 UTC,Mezi,Moderna Therapeutics,71450,suspicious
2017-02-16 05:08:34 UTC,Osmo,Withings,191994,suspicious
2018-01-29 01:41:32 UTC,Gfycat,Ledger,104449,suspicious
2017-08-28 19:18:46 UTC,"Procore Technologies, Inc.",Zum,134794,healthy
2017-02-11 07:21:14 UTC,Vectra Networks,IHS Markit ,193361,suspicious
2018-03-23 02:00:23 UTC,SaltStack,Kuaishou,155536,healthy
2017-10-27 18:04:29 UTC,Overstock.com,Circle,53355,suspicious
2017-09-28 01:40:28 UTC,IHS Markit ,Octiv,69393,suspicious
2017-09-17 07:07:39 UTC,Dwolla,Jiffy,146342,suspicious
2017-04-02 18:52:38 UTC,CyberX,Seeking Alpha,119674,healthy
2017-05-26 04:36:35 UTC,RingCentral,OneWeb,52938,healthy
2017-08-11 21:26:51 UTC,FanDuel,Acquia,153097,suspicious
2017-08-21 07:40:04 UTC,Tesco,"Procore Technologies, Inc.",65016,healthy
2017-10-22 08:33:54 UTC,Deliveroo,Cloudera,134036,healthy
2018-01-30 15:14:48 UTC,Zum,Domo,154734,suspicious
2017-05-01 10:21:50 UTC,Doodhwala,Grand Rounds,164818,suspicious
2017-09-02 18:07:18 UTC,ENGAGE,Vivino,12171,suspicious
2018-01-12 17:59:02 UTC,Signal Foundation,Curatio Healthcare,195258,healthy
2017-08-26 03:37:15 UTC,RedLock,Hotelogix,140582,healthy
2017-10-16 16:59:12 UTC,Kakao,Ledger,63820,healthy
2017-09-30 12:10:08 UTC,Vivino,Evergage,155642,healthy
2017-11-19 14:27:17 UTC,Avast,Propel(X),45781,suspicious
2017-05-30 14:37:17 UTC,Humacyte,Bitmain,157250,suspicious
2017-09-11 08:12:19 UTC,JW Player,Ancient Nutrition,195379,suspicious
2018-01-20 20:42:57 UTC,Bench,uBiome,48390,healthy
2017-12-22 16:28:12 UTC,Payfone,Kobalt,190477,healthy
2017-11-02 13:02:07 UTC,Juicero,Grand Rounds,156429,healthy
2018-02-02 23:26:37 UTC,Signal Foundation,Blockchain,153698,healthy
2017-06-01 09:53:27 UTC,ServiceNow,Quikr,27016,healthy
2017-04-02 05:25:05 UTC,Meituan-Dianping,Osmo,198579,healthy
2017-02-13 12:21:40 UTC,Overstock.com,Personal Capital,69820,healthy
2017-11-09 11:27:55 UTC,3D Systems,Claire,173664,suspicious
2018-03-21 09:43:00 UTC,Siri,Cofense,140154,healthy
2017-11-08 03:38:06 UTC,Family Pet,GeoSpock Ltd.,87306,suspicious
2017-03-19 16:40:25 UTC,Kiddom,Bitt,96482,suspicious
2017-02-23 20:15:22 UTC,HQTrivia,Rocket Lab,148675,healthy
2017-03-20 17:43:19 UTC,SoundCloud,Osmo,72924,healthy
2017-02-09 16:28:37 UTC,TurnKey Vacation Rentals,Peel,120828,suspicious
2017-03-31 09:28:14 UTC,Drover,AppNexus,184939,suspicious
2018-03-22 21:22:18 UTC,comScore,ShipHawk,88612,healthy
2017-09-12 15:56:33 UTC,Dialpad,Victorious,193181,healthy
2017-08-17 17:24:10 UTC,News Corp.,Jamf,22441,healthy
2018-03-06 00:09:28 UTC,MedGenome Inc.,Kahoot!,169093,suspicious
2017-09-04 06:07:58 UTC,FirstEnergy Corp.,Cognizant Technology Solutions,45008,suspicious
2017-09-22 01:24:11 UTC,Hotelogix,Ford Motor Company,82817,healthy
2017-10-21 04:24:00 UTC,Moderna Therapeutics,Talkspace,88865,suspicious
2017-03-07 07:31:42 UTC,BigID,Influenster,73734,healthy
2018-01-20 16:08:53 UTC,CleverTap,Illumio,25819,suspicious
2017-03-25 13:04:45 UTC,zulily,Farfetch,22801,healthy
2017-03-30 12:44:31 UTC,Via,Virtualitics,154661,suspicious
2017-05-09 20:23:21 UTC,Seeking Alpha,Taulia,110356,suspicious
2017-11-02 04:32:23 UTC,Index,Jiffy,81794,healthy
2017-03-26 12:51:28 UTC,Signal,KIXEYE,136672,suspicious
2017-09-21 02:56:56 UTC,Seeking Alpha,Quikr,74702,healthy
2017-11-30 13:03:31 UTC,Overstock.com,Honest Buildings,26085,healthy
2017-09-20 11:10:15 UTC,Alibaba,Bancor,164569,healthy
2017-02-08 00:03:26 UTC,Storj Labs,KKR & Co. (Kohlberg Kravis Roberts & Co.),61390,healthy
2017-11-02 18:13:16 UTC,Zagster,SaltStack,86701,suspicious
2017-03-13 16:13:33 UTC,uBiome,Kobalt,134615,suspicious
2017-07-09 16:27:57 UTC,Kiddom,DecaWave,92363,suspicious
2018-02-16 09:53:46 UTC,Sphero,Showpad,45238,healthy
2017-08-21 02:38:15 UTC,Alibaba,Wellthy Therapeutics Pvt Ltd,15660,healthy
2017-03-23 12:59:24 UTC,Poka Inc.,Zwift,173905,suspicious
2017-08-20 03:15:17 UTC,Relayr,bitFlyer,106223,suspicious
2017-05-17 07:13:25 UTC,MedGenome Inc.,Deliveroo,123597,suspicious
2017-08-19 11:02:15 UTC,Taulia,Coinbase,112101,suspicious
2017-05-18 15:39:47 UTC,Influenster,Illumio,155569,healthy
2017-07-29 14:39:35 UTC,Bancor,FanDuel,101410,suspicious
2017-03-22 09:30:42 UTC,Toutiao,Overstock.com,4693,suspicious
2017-12-12 09:51:42 UTC,Blockchain,Zwift,68992,suspicious
2017-07-21 22:37:09 UTC,Payoneer,Senti Biosciences,170810,healthy
2017-02-01 01:05:37 UTC,Puls,Domo,66661,suspicious
2017-07-24 08:19:48 UTC,Kobalt,Avvo,153881,healthy
2017-12-04 08:11:45 UTC,Avast,Octiv,104785,healthy
2017-06-10 08:01:37 UTC,Claire,Yoox Net-a-Porter Group,20512,suspicious
2017-09-24 07:33:52 UTC,Juicero,Claire,149952,suspicious
2017-08-05 06:00:32 UTC,First Solar,Verizon Communications,64905,healthy
2017-05-28 12:01:53 UTC,Deliveroo,PhonePe,149568,suspicious
2017-08-16 13:08:27 UTC,Acquia,SoundCloud,59881,suspicious
2017-03-31 02:46:20 UTC,Moovit,Bluecore,138991,suspicious
2017-07-01 07:12:43 UTC,SoundCloud,Quikr,58044,suspicious
2018-02-19 09:12:20 UTC,Upskill (formerly APX Labs),AppNexus,170343,healthy
2017-11-10 19:10:03 UTC,Senic,KKR & Co. (Kohlberg Kravis Roberts & Co.),147067,suspicious
2017-07-18 05:04:48 UTC,Zwift,Sea Limited,81561,healthy
2017-09-15 10:50:49 UTC,Health Catalyst,Virtualitics,194770,healthy
2017-03-18 19:35:04 UTC,CyberX,Withings,172085,suspicious
2017-10-20 14:15:42 UTC,Influenster,Airtable,7584,suspicious
2017-10-12 13:43:05 UTC,Hyperloop Transportation Technologies,First Solar,179517,healthy
2018-02-06 06:45:27 UTC,Acquia,Distil Networks,77960,suspicious
2017-04-10 11:55:32 UTC,Kobalt,Cloudflare,150673,healthy
2017-08-11 15:06:48 UTC,"Procore Technologies, Inc.",SoundCloud,34324,suspicious
2017-04-18 19:58:12 UTC,Avast,"Procore Technologies, Inc.",2706,suspicious
2018-02-27 10:33:56 UTC,Influenster,Dialpad,85206,suspicious
2017-03-16 04:34:56 UTC,Alibaba,Kiddom,114879,suspicious
2017-05-06 19:03:49 UTC,Kahoot!,Concur Technologies,84679,suspicious
2017-10-08 23:15:52 UTC,17zuoye,Pinterest,151739,suspicious
2017-12-27 02:24:39 UTC,PagerDuty,Udaan,187944,suspicious
2017-08-09 01:46:23 UTC,Storj Labs,Hotelogix,152947,healthy
2017-09-22 04:23:11 UTC,bitFlyer,Zum,38806,suspicious
2018-01-04 05:15:24 UTC,Fair,ENGAGE,142192,healthy
2017-04-15 16:58:57 UTC,Meituan-Dianping,Senti Biosciences,111784,suspicious
2017-05-22 09:50:02 UTC,Voicera,Honest Buildings,166602,healthy
2017-07-29 10:25:33 UTC,Talkspace,Dialpad,57953,suspicious
2018-03-01 10:28:10 UTC,Gfycat,ServiceNow,44076,healthy
2017-06-15 04:02:22 UTC,Split Software,GeoSpock Ltd.,64877,healthy
2017-03-15 03:39:13 UTC,Claire,AirMap,170383,suspicious
2018-03-18 09:01:05 UTC,comScore,Symantec,47705,suspicious
2017-08-16 08:32:00 UTC,Humacyte,OneWeb,190716,suspicious
2017-09-07 09:04:39 UTC,FanDuel,Influenster,93141,suspicious
2017-02-01 20:02:05 UTC,Circle,Cognizant Technology Solutions,85396,suspicious
2017-09-12 03:49:14 UTC,Sun Basket,Cofense,101704,suspicious
2018-03-11 08:41:51 UTC,Airtasker,Ford Motor Company,40438,healthy
2017-09-21 00:13:58 UTC,KnowBe4,Vettery,139998,suspicious
2017-05-27 11:47:54 UTC,Symantec,Takeda Pharmaceutical,187610,suspicious
2017-04-07 21:01:54 UTC,Cloudera,FanAI Inc.,39676,suspicious
2017-03-06 10:41:50 UTC,Rocket Lab,Split Software,159101,suspicious
2017-11-10 11:37:52 UTC,DataVisor,RedLock,75113,suspicious
2017-04-09 22:51:32 UTC,Intuit,Victorious,144230,suspicious
2018-03-07 17:34:08 UTC,BitPesa,Avast,160834,suspicious
2017-10-22 00:04:04 UTC,Yoox Net-a-Porter Group,OneWeb,180352,healthy
2018-01-14 13:31:25 UTC,Drive.ai,Ucommune,112814,suspicious
2017-05-01 13:58:08 UTC,zulily,Stitch Fix,138008,healthy
2018-03-04 17:42:16 UTC,FireEye,Kuaishou,105567,suspicious
2018-01-07 17:16:56 UTC,Storj Labs,bitFlyer,125057,suspicious
2017-02-01 02:31:21 UTC,Sun Basket,Kakao,25811,suspicious
2017-03-09 14:37:30 UTC,Claire,KnowBe4,107763,healthy
2018-01-10 05:29:30 UTC,KKR & Co. (Kohlberg Kravis Roberts & Co.),Urban Ladder,2981,healthy
2017-03-03 15:09:02 UTC,Dwolla,Jana,183168,healthy
2017-07-09 20:47:52 UTC,Acquia,Jamf,93671,suspicious
2017-04-06 10:59:12 UTC,Symantec,Claire,68233,suspicious
2017-07-07 06:01:58 UTC,Hyperloop Transportation Technologies,Storj Labs,90119,healthy
2018-03-18 05:44:14 UTC,Ucommune,RingCentral,122087,healthy
2017-05-23 10:48:31 UTC,FireEye,IDEAYA Biosciences,57961,suspicious
2017-04-23 22:21:00 UTC,"Phunware, Inc.",IDEAYA Biosciences,113063,suspicious
2017-12-19 16:07:15 UTC,ENGAGE,Nazara Technologies,127221,healthy
2017-07-06 07:31:35 UTC,Vettery,Cofense,72749,suspicious
2017-12-09 05:23:00 UTC,HCL Technologies,Talkspace,160885,healthy
2018-02-20 12:10:30 UTC,Curatio Healthcare,IFTTT,132604,suspicious
2017-11-02 00:48:26 UTC,Octiv,Coinbase,194857,suspicious
2018-02-27 14:29:34 UTC,Siri,Nazara Technologies,124522,suspicious
2017-03-27 21:08:36 UTC,Zum,"Phunware, Inc.",165332,healthy
2018-03-10 13:49:50 UTC,CleverTap,Symantec,168464,healthy
2017-05-14 03:58:45 UTC,Personal Capital,Zwift,69534,healthy
2017-09-16 19:47:24 UTC,Cofense,Intuit,25990,healthy
2017-07-08 20:37:29 UTC,Blue Apron,Avvo,198247,suspicious
2017-05-30 00:26:19 UTC,Zwift,Bench,100970,suspicious
2017-08-06 20:25:20 UTC,EVERFI,Withings,167033,healthy
2017-12-19 06:50:21 UTC,Tesco,Zagster,63138,suspicious
2017-10-08 02:06:11 UTC,SaltStack,JW Player,11398,suspicious
2017-03-05 14:05:13 UTC,"DailyPay, Inc.",Arctic Wolf Networks,95036,healthy
2017-07-13 02:56:03 UTC,Leap Motion,PagerDuty,136049,healthy
2017-08-03 23:55:47 UTC,Toutiao,Juicero,45510,healthy
2018-02-01 21:43:04 UTC,Yoox Net-a-Porter Group,GeoSpock Ltd.,73224,suspicious
2017-02-18 12:30:33 UTC,HubHaus,Personal Capital,95432,suspicious
2017-07-29 02:25:39 UTC,Luminoso,"Nauto, Inc.",128791,healthy
2017-08-02 23:51:44 UTC,Ledger,Overstock.com,22836,suspicious
2017-03-01 16:33:35 UTC,Bancor,Bancor,2663,suspicious
2017-09-02 03:57:04 UTC,Storj Labs,bitFlyer,157533,healthy
2017-09-16 11:02:13 UTC,Zwift,China Unicom,33396,suspicious
2017-03-20 18:41:55 UTC,Cofense,Vectra Networks,75030,healthy
2017-09-10 18:56:39 UTC,Airtable,Tesco,67951,suspicious
2017-03-01 07:46:03 UTC,HCL Technologies,17zuoye,168025,suspicious
2017-12-03 06:40:40 UTC,FanAI Inc.,Bitmain,42923,suspicious
2017-04-08 10:12:21 UTC,Ucommune,Claire,88689,suspicious
2017-08-19 11:26:24 UTC,ShipHawk,Moovit,50717,suspicious
2017-07-08 23:17:03 UTC,Future Mobility,Distil Networks,76624,suspicious
2017-10-16 19:12:38 UTC,Seeking Alpha,"Procore Technologies, Inc.",136019,healthy
2017-11-19 21:46:55 UTC,Luminoso,PhonePe,107875,healthy
2017-11-12 14:05:53 UTC,Jamf,Nazara Technologies,199935,suspicious
2017-06-21 08:16:30 UTC,Via,Foundation Medicine,29340,suspicious
2017-02-18 03:49:52 UTC,WalkMe,Grand Rounds,56922,suspicious
2017-12-07 10:46:23 UTC,Blockchain,Index,53660,healthy
2018-03-10 00:15:47 UTC,Yelp,Jana,50400,suspicious
2017-08-12 08:32:06 UTC,Taulia,Wochit,89611,suspicious
2018-02-02 12:55:39 UTC,Updater,Influenster,96128,healthy
2017-02-19 00:17:27 UTC,Bazaarvoice,Bazaarvoice,141638,suspicious
2018-03-18 05:46:31 UTC,Mayo Clinic,RingCentral,145694,suspicious
2017-08-21 18:46:03 UTC,KIXEYE,Cognizant Technology Solutions,130330,healthy
2018-03-21 13:02:51 UTC,Tinyclues,uBiome,104558,healthy
2017-07-29 22:31:51 UTC,BitPesa,Icertis,140634,healthy
2017-12-26 22:02:09 UTC,CyberX,Storj Labs,164222,healthy
2018-01-28 11:43:13 UTC,Ledger,Humacyte,105198,healthy
2017-09-14 12:18:59 UTC,Jamf,Domo,40661,healthy
2017-08-15 05:19:25 UTC,Juicero,Pinterest,11124,healthy
2017-12-21 20:28:55 UTC,Ucommune,OneWeb,187654,suspicious
2017-11-21 16:30:20 UTC,CyberX,Puls,134405,healthy
2017-10-31 10:17:28 UTC,Osmo,KKR & Co. (Kohlberg Kravis Roberts & Co.),95479,healthy
2017-08-31 12:23:23 UTC,Tinyclues,WalkMe,4936,suspicious
2017-08-03 20:43:25 UTC,Taulia,Propel(X),172207,suspicious
2017-05-25 01:05:14 UTC,PhonePe,Updater,13356,healthy
2018-02-20 10:49:33 UTC,FireEye,Gaana,90636,healthy
2017-04-17 05:09:04 UTC,Vectra Networks,Gaana,79645,suspicious
2017-06-29 17:34:11 UTC,Poka Inc.,FireEye,52378,suspicious
2017-07-27 12:55:53 UTC,bitFlyer,Jiffy,125028,healthy
2017-05-10 19:23:30 UTC,Toutiao,uBiome,4175,healthy
2017-03-25 10:09:15 UTC,uBiome,uBiome,159103,suspicious
2017-11-16 15:27:45 UTC,HomeAway,GeoSpock Ltd.,176263,suspicious
2017-03-08 22:35:15 UTC,Health Catalyst,Dialpad,124206,suspicious
2017-02-05 09:07:22 UTC,comScore,Quikr,161514,suspicious
2018-01-09 10:28:22 UTC,Takeda Pharmaceutical,KnowBe4,166080,healthy
2017-12-05 17:47:49 UTC,Withings,Apptio,182379,healthy
2017-09-17 07:23:50 UTC,Payoneer,EVERFI,111629,suspicious
2017-09-07 13:30:53 UTC,MedGenome Inc.,Voicera,133453,healthy
2017-12-26 19:43:59 UTC,Jiffy,AppNexus,127369,suspicious
2017-07-08 05:32:02 UTC,Puls,Showpad,189503,healthy
2017-05-19 23:37:27 UTC,Udaan,Domo,44871,suspicious
2017-07-23 15:25:36 UTC,FirstEnergy Corp.,Bazaarvoice,69009,healthy
2017-03-23 04:33:08 UTC,"DailyPay, Inc.",Luminoso,19896,healthy
2017-12-21 06:18:51 UTC,Tesco,Wochit,176370,healthy
2017-10-07 03:29:09 UTC,Domo,Distil Networks,88285,healthy
2017-09-29 06:35:22 UTC,Leap Motion,Senti Biosciences,184113,healthy
2018-03-02 16:02:58 UTC,TurnKey Vacation Rentals,China Unicom,32345,healthy
2017-07-30 13:28:21 UTC,Family Pet,Airtable,10207,healthy
2017-07-25 17:57:29 UTC,CleverTap,Senic,127325,healthy
2018-03-04 16:02:22 UTC,Shopify,Nazara Technologies,193995,suspicious
2017-10-05 07:22:33 UTC,Distil Networks,Cloudflare,110153,healthy
2017-07-27 03:08:46 UTC,TechCrunch,WalkMe,196298,suspicious
2017-08-17 03:34:59 UTC,Hyperloop Transportation Technologies,Rani Therapeutics,117107,suspicious
2017-12-20 13:39:00 UTC,Taulia,FanAI Inc.,35281,healthy
2017-09-04 09:39:55 UTC,RedLock,ServiceNow,182209,suspicious
2017-02-17 12:12:52 UTC,Split Software,HubHaus,125464,suspicious
2018-02-10 18:12:50 UTC,Prelude Fertility,Crunchbase,105404,healthy
2017-08-07 11:08:51 UTC,Farfetch,Propel(X),69586,healthy
2018-02-11 14:46:27 UTC,Gfycat,Drive.ai,11711,healthy
2017-10-16 23:09:17 UTC,Kuaishou,iQiyi,61974,suspicious
2017-07-23 12:06:35 UTC,Influenster,Via,136426,healthy
2017-10-01 00:47:09 UTC,Yoox Net-a-Porter Group,comScore,73589,suspicious
2017-08-22 07:14:06 UTC,Intuit,Foundation Medicine,82156,healthy
2018-02-19 02:09:36 UTC,Wochit,Youku,119497,healthy
2018-01-11 14:04:27 UTC,Showpad,Zum,81702,suspicious
2017-09-29 06:53:49 UTC,Taulia,PhonePe,180690,suspicious
2017-08-01 22:12:34 UTC,Affirm,Drover,147800,healthy
2017-02-06 16:54:33 UTC,Glooko,Drover,154192,healthy
2017-03-21 09:47:04 UTC,Dwolla,Bancor,84266,healthy
2017-03-07 09:18:39 UTC,Showpad,SaltStack,23669,suspicious
2018-03-01 18:46:47 UTC,Luminoso,FirstEnergy Corp.,108005,healthy
2018-01-06 08:49:08 UTC,Airtasker,FirstEnergy Corp.,117914,suspicious
2017-10-09 16:15:02 UTC,Hyperloop Transportation Technologies,Talkspace,59035,suspicious
2017-05-26 00:36:58 UTC,SugarCRM,Rivigo,82651,healthy
2017-03-19 17:44:35 UTC,Virtualitics,Kiddom,168893,suspicious
2017-11-25 02:11:32 UTC,Bitmain,Bazaarvoice,178305,healthy
2018-02-16 19:20:53 UTC,Hotelogix,Bluecore,77801,healthy
2017-10-06 17:44:12 UTC,Payfone,Blockchain,198993,healthy
2018-02-22 18:47:34 UTC,SoundCloud,Mayo Clinic,88368,suspicious
2017-08-17 16:23:03 UTC,Toutiao,Vectra Networks,148281,healthy
2018-01-02 08:57:15 UTC,Domo,Wellthy Therapeutics Pvt Ltd,160803,suspicious
2018-01-13 06:19:17 UTC,Siri,Magic,32118,suspicious
2018-02-02 10:55:59 UTC,Airtable,Sea Limited,185426,suspicious
2018-03-08 23:36:39 UTC,First Solar,Apptio,81217,healthy
2017-11-15 20:04:45 UTC,Gaana,Overstock.com,131530,healthy
2017-09-16 23:28:06 UTC,Yogome,Affirm,78943,suspicious
2017-02-19 23:50:19 UTC,Overstock.com,Seeking Alpha,94138,healthy
2017-05-08 06:00:25 UTC,Youku,Knotel,110346,healthy
2017-02-05 03:29:18 UTC,iQiyi,Personal Capital,62064,healthy
2017-05-28 22:44:06 UTC,ENGAGE,Honest Buildings,17277,suspicious
2017-12-21 09:45:52 UTC,uBiome,Verizon Communications,63406,suspicious
2017-10-02 10:24:54 UTC,Zwift,Luminoso,173290,healthy
2017-12-03 20:53:22 UTC,SoundCloud,Crunchbase,13399,suspicious
2017-06-25 22:54:37 UTC,Propel(X),Symantec,127253,healthy
2017-06-03 21:43:00 UTC,Bitmain,AirMap,143589,suspicious
2017-02-28 20:17:19 UTC,Chef,Doodhwala,145347,suspicious
2017-12-29 23:07:55 UTC,Updater,Atom Bank,74488,healthy
2017-03-26 11:14:44 UTC,Future Mobility,Influenster,9776,healthy
2018-01-16 21:33:33 UTC,GeoSpock Ltd.,Poka Inc.,113687,suspicious
2017-07-25 01:37:28 UTC,Jive Communications,Moderna Therapeutics,115126,healthy
2017-06-09 20:45:07 UTC,Hotelogix,GeoSpock Ltd.,180150,suspicious
2017-04-30 06:29:21 UTC,Blue Apron,Influenster,167685,suspicious
2017-04-15 17:18:39 UTC,Alibaba,China Unicom,167117,healthy
2017-12-03 15:00:07 UTC,Drover,Prelude Fertility,28230,healthy
2017-06-09 20:54:29 UTC,Cofense,Youku,16295,suspicious
2017-11-11 05:54:34 UTC,Index,Acquia,106358,suspicious
2017-06-18 02:44:45 UTC,Hyperloop Transportation Technologies,"Phunware, Inc.",191379,suspicious
2018-01-12 10:51:32 UTC,Youku,Concur Technologies,72052,suspicious
2017-08-23 08:21:48 UTC,CyberX,Sphero,9798,healthy
2017-07-22 10:34:18 UTC,China Unicom,Via,44243,suspicious
2017-05-05 22:39:55 UTC,Gaana,Avast,106462,healthy
2018-02-21 07:54:49 UTC,Cloudera,Affirm,27691,healthy
2017-03-31 04:23:36 UTC,Influenster,TechCrunch,133220,suspicious
2017-07-25 08:20:55 UTC,Propel(X),RingCentral,110516,suspicious
2017-08-28 21:06:06 UTC,HQTrivia,Seeking Alpha,93141,suspicious
2017-04-23 00:08:23 UTC,RedLock,BigID,10298,healthy
2017-12-03 06:15:57 UTC,Acorns,LiveRamp,81209,healthy
2017-04-07 05:07:30 UTC,Poka Inc.,Puls,105638,suspicious
2017-08-04 23:03:24 UTC,"Procore Technologies, Inc.",Acquia,35945,healthy
2018-01-10 23:22:48 UTC,Shipt,Siri,192119,suspicious
2017-12-24 17:46:33 UTC,Family Pet,Voicera,142331,suspicious
2018-03-22 18:23:40 UTC,bitFlyer,Acorns,45022,healthy
2017-06-02 21:53:54 UTC,Airtable,Peel,178207,healthy
2018-03-17 03:05:11 UTC,Quikr,Payfone,68857,suspicious
2017-10-08 09:48:13 UTC,Urban Ladder,Icertis,25947,healthy
2017-03-11 19:25:39 UTC,Prelude Fertility,Relayr,183833,suspicious
2017-07-28 20:17:06 UTC,Virtualitics,Vectra Networks,34905,suspicious
2017-06-04 05:57:30 UTC,First Solar,Cofense,174578,healthy
2017-02-04 13:39:03 UTC,Juicero,ENGAGE,44091,suspicious
2017-12-25 11:51:22 UTC,Symantec,JW Player,131728,suspicious
2017-12-26 10:50:42 UTC,Poka Inc.,TurnKey Vacation Rentals,10885,suspicious
2017-07-14 06:06:13 UTC,Cofense,Virtualitics,130903,healthy
2017-08-02 19:02:28 UTC,Concur Technologies,AWAL,147061,suspicious
2017-09-27 12:01:20 UTC,Bluecore,HealthCare.com,186626,suspicious
2017-09-08 05:17:24 UTC,Yoox Net-a-Porter Group,Jamf,35310,suspicious
2017-06-19 07:35:59 UTC,LiveRamp,Wochit,163515,suspicious
2018-03-16 08:18:51 UTC,Withings,Claire,187078,healthy
2017-03-17 13:58:40 UTC,DataVisor,SaltStack,73019,healthy
2017-09-26 05:16:58 UTC,Jamf,Jive Communications,137994,suspicious
2018-03-21 19:08:35 UTC,Rani Therapeutics,IFTTT,137418,healthy
2017-11-01 19:57:49 UTC,First Solar,Peel,44904,healthy
2017-10-30 09:45:12 UTC,Udaan,Cofense,192796,healthy
2017-02-09 00:05:29 UTC,Ancient Nutrition,Power Ledger,184548,suspicious
2017-05-28 02:30:08 UTC,Youku,Acorns,151337,healthy
2018-03-20 14:08:35 UTC,Youku,IFTTT,89935,suspicious
2017-06-20 18:42:26 UTC,Rani Therapeutics,Bitmain,51291,healthy
2018-01-25 10:08:59 UTC,Octiv,Rocket Lab,110047,suspicious
2017-03-19 07:58:11 UTC,Split Software,"Nauto, Inc.",146984,suspicious
2017-07-21 22:48:29 UTC,Illumio,Prelude Fertility,121049,suspicious
2017-06-23 06:28:30 UTC,Wochit,"Nauto, Inc.",159191,suspicious
2017-10-29 10:17:07 UTC,Moovit,Intuit,167003,healthy
2017-09-30 14:21:22 UTC,Bench,Coinbase,100255,healthy
2017-10-22 19:32:25 UTC,Bluecore,17zuoye,85437,suspicious
2017-04-25 03:38:29 UTC,The Walt Disney Company,Ancient Nutrition,35448,suspicious
2018-03-10 01:20:23 UTC,"Nauto, Inc.",Glooko,12021,suspicious
2017-07-08 06:34:47 UTC,Pantheon,FirstEnergy Corp.,103621,suspicious
2018-03-22 19:09:22 UTC,SentinelOne,Octiv,72205,healthy
2018-01-15 00:34:16 UTC,IFTTT,Apptio,6064,healthy
2017-09-21 00:08:47 UTC,Farfetch,IHS Markit ,71622,healthy
2017-08-07 14:17:47 UTC,JW Player,Drive.ai,26058,healthy
2017-02-27 15:01:59 UTC,Tesco,First Solar,131909,suspicious
2017-09-29 03:48:11 UTC,iQiyi,Sea Limited,37688,healthy
2017-10-18 11:01:15 UTC,Rivigo,Bench,92146,suspicious
2017-08-28 23:58:44 UTC,Vectra Networks,AppNexus,83618,suspicious
2017-02-28 19:31:18 UTC,EVERFI,Jiffy,94460,suspicious
2017-09-25 11:17:18 UTC,Kiddom,JW Player,193382,suspicious
2017-11-23 21:55:36 UTC,Future Mobility,17zuoye,113782,suspicious
2017-12-27 07:21:12 UTC,Signal,Hyperloop Transportation Technologies,10778,healthy
2017-04-12 18:30:30 UTC,Moovit,KIXEYE,162904,healthy
2017-12-17 15:30:08 UTC,DataVisor,Chef,182056,suspicious
2017-09-05 22:58:27 UTC,Ucommune,Split Software,163878,healthy
2017-10-29 11:56:05 UTC,Payfone,Influenster,45068,suspicious
2017-05-28 01:45:26 UTC,Drover,Grand Rounds,189139,suspicious
2017-07-30 15:14:11 UTC,Tesco,Ucommune,184258,healthy
2018-01-04 21:00:21 UTC,Overstock.com,Yoox Net-a-Porter Group,26304,healthy
2017-04-15 16:25:09 UTC,SugarCRM,Rani Therapeutics,152407,healthy
2018-03-18 06:04:43 UTC,Namely,JW Player,129058,healthy
2017-04-10 10:29:51 UTC,ShipHawk,Ancient Nutrition,70375,suspicious
2017-05-07 11:41:37 UTC,IDEAYA Biosciences,Vectra Networks,162682,healthy
2018-03-18 10:54:58 UTC,Health Catalyst,WuXi AppTec,17391,suspicious
